Rating,Title,Full Comment,Upvotes,Downvotes,Date
10,Attack on GOAT,"We're about a week away from S4 part 2 and I haven't stopped thinking about this show since I watched it a few months ago. It is truly one of the best the genre has to offer.

The pacing is some of the best I've seen. There's no filler and you'll never have to go long without a new story beat to get the plot moving. Plot twists are frequent but not cheap. There's no a-ha moments at the end of an episode just to make you watch another 24 minutes of monologue. Twists are meaningful and well-developed. You'll appreciate the story even more a second time through when you recognize all the little hints that build up to those reveals.

Admittedly, the story does take a while to pick up. Characters don't develop much depth in the first season and likewise the themes addressed early on are fairly elementary. AOT's idea of world-building in the first two seasons is to present a lot of questions and give very few answers. However, the pay-off when these questions are finally answered in seasons 3 and 4 can not be understated. Every single scene matters and anything that is mentioned is a plot point later on in the show, even if it takes a while to get there. The show is known for having some of, if not the best foreshadowing in the medium. You need to rewatch the show at least one other time to appreciate all the nuances in characters' body language or side comments in particular situations.

The action/animation is a strong point throughout the entire series. Even still shots of the landscape are a joy to stop and look at. The motion animation for ODM gear scenes in seasons 1-3 are particularly captivating to me. Most well-animated fights in other anime are just a wide shot of the battle field with flashes of bright colors and cubes bursting out of the ground, but fights in AOT transition between so many different angles and shots that you can't miss a single frame of action. In seasons 3 and 4 the large scale battles are particularly interesting because of the amount of strategy involved. Both sides of the conflict have entirely unique advantages and disadvantages and it's wonderful to see how both sides play their cards during these drawn out fights.

Once the show settles into its own it's impossible to put down. The fights are brilliant, the themes are incredibly nuanced, the characters are well developed, and the plot will always keep you on toes.

For those who care, the show is great subbed or dubbed. I watched it my first time dubbed because I didn't like reading during fight scenes, but on my second go through I watched it subbed. Both are incredibly well done, don't both trying to debate which is better. Watch it however you prefer.

No matter how you watch it, Attack on Titan is a show I can't recommend enough and I'm thrilled to be able to watch the final season as it comes out.",53,13,"Dec 30, 2021"
10,Don't judge till you watch,I remember my friends always told me to watch this . but i always told them anime is just crated for children. One day My opinion was changed and i decided to watch. At the beginning it seems to be what u thought about . but later after watching the whole series you realize how wrong you thought. Especially in season 3 part 2 i always say it's not human creation . or its beyond human thoughts . it's really mind blowing amazing mysterious a really masterpiece series that changes your mind %101.,53,13,"Mar 6, 2020"
10,Perfect show,"Do you know a show which perfect for all sets of age? Attack on titan is the best show I have ever watched over shows like GAME OF THRONES and BREAKING BAD. Talk about any criteria in rating shows, character development, plot, story, cast, vfx(amine style here), production, final output,etc. ATTACK ON TITAN is the best!!!! In only 3 seasons it has accomplished so much, its story is compelling and no doubt the best thing in this show. But the another thing is moments. This show has so many mind blowing moments which will leave you in sense of joy of being able to watch this anime. Please watch it now and enjoy loving this show.",50,12,"Jun 27, 2020"
10,I don't even like Anime..,"My only experience with Anime prior to this is Pokémon. I used to be one of those characters who thought Anime was for kids only, until I came across this one.. Would definetely not recommend this one to children knowing it's capable of giving grown men nightmares. After watching the first episode I was gripped. I just finished watching the second season and I hear the third one is even better! The intensity, the characters, the story and the visual style is really appealing! There is not a single dull moment here. Every episode brings something to the table and it gets better and better with each passing episode.

You don't have to be into Anime to appreciate this masterpiece! It stands well on it's own regardless of genre. Highly recommend you give this a chance if you haven't already!",37,8,"Nov 5, 2020"
10,One of the best series,One of the best series I've seen. Do not doubt it. You do not understand how life went for you when you watch this series,17,2,"Feb 8, 2021"
10,Give it a chance...You will never regret it,"I know that i am not the first one to say this but it breaks my heart that people don't watch it because it's an anime. Total masterpiece and very close to perfection. You are surprised after every single episode...It has incredible...breathtaking twists. If you are reading this and thinking about watching AOT, believe me...you will never regret it, even if you don't like it yet you will still get to the point when you realize that this is one of the best things you have ever watched.",17,2,"Sep 2, 2021"
10,Absolute Masterpiece,"09/11/23, Just done finishing the entirety of Shingeki No Kyojin/Attack on Titan and can confidently say it remains as my most favourite anime and one of the Best Fiction of all time.

The Ending was rushed but it was beautifully executed in the anime. 9/10 Animation, 10/10 story, 10/10 characters, 10/10 emotions, 10/10 background music.

Please Dear Viewer if you stumble into my review and haven't watched this show/anime, Its my humble request to you to watch it. Masterpiece like this don't appear very often.",17,2,"Jan 11, 2021"
Helpful,No title,No content,12,3,"Apr 17, 2024"
5,Great setting but eventually undermined by poor execution of story and underused characters.,"This show had great potential but bad writing eventually brings it down.

Character development is poor with the exception of the main three. The biggest positive is the soundtrack which is easily one of the best. The show also tends to drag some episodes for far too long but it could easily have told the same story in a shorter amount of time. Hopefully season 2 will explain some of the origin story since it is all smoke and mirrors as of now.

It is a wasted opportunity due to poor execution and story decisions and at best an average show",22,106,"Oct 30, 2014"
10,i swear on god best thing to watch on earth,This anime give me hope and bright my life. I have watched it so many times and you must watch it. Eren jeager. Best thing all time. On god and my life you will never be dispointet try to watch it and your life will change. You gonna know what is meaning in life.,17,2,"Jan 30, 2022"
10,Isayama is a genius,"He literally achieved everything.

I can understand why people thinks Aot is ""overrated"" and these kind of things but what else to add. That's what Isayama wanted. People still uses to think Aot is just humans vs titans but they don't know that Aot is like two different series and is probably one of the top 5 pieces of fiction with the most complexity. Even the finale, when you analyze it, you realize is better than 99% of finales.",17,2,"Aug 31, 2021"
10,Attack on Titan is the Greatest Anime of All Time,"All the hateful reviews here are an actual joke lmao. I don't think any other movie or show has made me so invested in the story and actually consider it a part of my life.

AoT is something that will always be with me, no matter how old I grow, it will remain one of the best memories of my teenage years!",17,2,"Feb 1, 2021"
10,It's Too Good,"Seriously, ever since I finished this show nothing is enjoyable anymore because I always end up comparing new stuff I watch to Attack On Titan and nothing comes close to it which isn't surprising because this is one of if not the greatest TV Show ever made. Saying it's a must watch is an understatement.",17,2,"Jul 5, 2021"
10,Actually it is underrated,"The story of AOT is such consistent over the period of time . The story is so much detailed , everyone should watch it but it hasn't a big audience as eng tv shows as it is an anime.",17,2,"Apr 16, 2021"
10,"If the imdb website ranked the top 250 series based on the average scores of the episodes, Attack on Titan would rank 1. (of course, excluding mini-series like Chernobyl and..","Masterpiece, masterpiece, masterpiece... I say with all certainty that Attack on Titan is the best animated series in history, and also in competition with non-animated series, if we want to rank it, it is definitely among the top 5 in history. This series is one of those series that has deep themes and concepts for the audience. For example: sacrifice, patriotism, war, peace, etc., which are rarely seen in a series. From the very first episode, it offers you a stormy and violent start. Personally, when I saw the first episode, my body trembled and I realized right then that this series is a masterpiece. Among other features of this series that I can mention, the soundtrack is unique and goes with the series. You just need to watch season 4 to understand its military and political style. The direction is also at a very high level.

The storyboards are amazing, the ending of most of the episodes ends in a way that makes your body shiver. As I mentioned in the beginning, if the ranking of the site was based on the average score of the parts, it would be ranked 1, and the total score of the parts would be 9.07. Go ahead and calculate the average score of any series you want, no one can reach Attack on Titan. And in the end, do not look at this series from the point of view of a simple anime and animation, but attack on titan is a real masterpiece.",17,2,"Jan 25, 2024"
10,My experience as 51 years old...,This show is phenomenal just great attack on titan is the show of the century I've seen breaking bad better call Saul game of thrones and this one is the best out of all of them master of story telling brilliant action characters animation and storyline every season episode and scene is amazing well written well animated and well goes into the story if you can watch one anime no matter how you are attack on titan is the one Season 1 : 9.5/10 Season 2 10/10 Season 3 10/10 Season 3 part 2 10/10 Season 4 9.8/10 The finale: greatest peice of fiction to ever be made in the history of human kind not a joke.,17,2,"Jan 29, 2024"
10,Crazy!!,"Not a fan of anime, watch because a recommendation from a friend. Watch without expect anything, and got shock for 1st episode.

This anime set my bar so high, I don't know if I can watch another anime after this one. Every detail well executed, the story too perfect, like, you can't guess what comes next. Many surprises scene that make me have to pause it first, shock, contemplating lol. The war choreograph and the music also incredible.

I can watch over and over again some great episodes. Now waiting for the last episode, still cannot move on from this anime, I got so hooked. Shinzo wo sasageyo!!",13,1,"Apr 29, 2023"
Helpful,No title,No content,4,0,"Feb 1, 2021"
6,Strangely Weird - The Best and Worst at the same time,"How can a series be too good and too lagging at the same time.

Good Things;
Twists(a lot)
Story
Suspence
Few Characters and their bonding
Strong hitting dialogues
Sometimes meaningful logics


Lagging;




Overall this series is Worth watching...",11,41,"Feb 12, 2022"
3,Confusing with lots of babbling,"I used to enjoy anime same as how I used to enjoy games but the follow the herd social media hype mentality ruined those things for a lot of people who enjoyed what they enjoyed or hated what they hated for their own reasons and opinions.

It's hard to know what's good or criticize anything that is popular based on heard mentality. This is a mediocre anime but it has almost a 10 rating.

Why? Nothing bout this anime is a 10. Not even Neon Genesis or Dragonballz or bleach is a 10 and those are legendarily good anime. So how is it that this mediocre anime got so much hype?

Because people are afraid to dislike it because people more popular than then liked it so it grew and grew steadily avoiding the criticism it deserved.

But I don't mind dating the truth. This anime is bad. It has good animation but it's bad. The characters are as generic as you can get. Every last one of them is forgettable. I've seen all seasons can't even tell you who was memorable because I forgot most of them. They're the same character personalities you see in every anime. If you've seen Bleach which this anime seems to steal a lot of its ideas from than you probably dislike this anime as much as I do for the same reasons.

The plot is all over the place. Babbling about this and that and all the characters have long German names. I had enough of that in full metal alchemist (another over hyped anime). They can really talk on this series and boy do they talk. Yap Yap yap yap yap. I don't know what they're talking about it's just gibberish and nonsense.

And the story jumps around a lot so be prepared to be forever confused. Season 4 is the worst. They just jump around in time to the point you have no idea what's going on at all. Are the future? The past? Present day? One characters dead then She's alive? It's a headache to follow.

This is on my top 10 of worst anime's I've watched. ""The von stauker honz snitzel titan has to eat the doberglobersteinbergzzhemer titan that the becklesteimer von germanberger family owns."" That's how they talk on this show. It's 40+ episodes a season of that ""You devils blah blah blah"" just make this show end. This is not a 9 worthy show. Seriously it's a 5 at best. It has Zero likes me characters, a plot that makes no sense what so ever, predictable story line and it suffers from ""we almost had him"" syndrome.

This animie will make you truly ignore all review ratings from now and forever on. You can't hide how bad this is. This has good animie gore and so did Tokyo ghoul and both those animie suck.",14,60,"Mar 12, 2023"
10,Aot the best,"This show holds a special place in my heart as one of my all-time favorites. While nostalgia may contribute to my love for it, I genuinely believe that this series is one of the most brilliantly crafted stories of all time. The journey of the show, from its humble beginnings to its breathtaking conclusion, explores the depths of human instinct, strategy, and personal growth in a truly magnificent way. Some may criticize the stark contrast between the initial setting and the final stages of the story, but I believe that this stark contrast is what makes Attack on Titan truly beautiful. Evolution. The symbolism and hidden meanings that unfold throughout the narrative are a testament to the meticulous storytelling.

The writing in the beginning of the series is exceptional, allowing viewers to immerse themselves in the same mindset as the characters within the walls. We embark on a journey of discovery alongside the protagonists, experiencing their joys and sorrows. This sense of shared experience makes the storytelling all the more powerful and captivating. While the animation in the first season may not be as extensive as some would prefer, it does not hinder the profound story it aims to convey. However, as the series gained popularity, the animation quality dramatically improves, offering visually stunning and dynamic scenes that leave a lasting impression. It's important to note this evolution so that potential viewers aren't discouraged by the animation in the first season alone. While in the first season, dialogue scenes may lack in animation, the action sequences are a visual spectacle, filled with impressive animation and choreography.",13,1,"Mar 22, 2024"
10,The most cleverly written show ever!?,No content,13,1,"Feb 9, 2024"
10,A must watch!!!!,"""Attack on Titan"" is a manga and anime series that has captured the imagination of millions of people worldwide, and with good reason. With its gripping plot, complex characters, and a world rich in mystery and action, this series stands out as a masterpiece of its genre.

The author, Hajime Isayama, has created a stunning universe, rich in details and nuances that captivate the reader from the very first page. The story is set in a world where humanity is forced to live within huge walls to protect themselves from the gigantic and terrifying Titans, mysterious creatures that devour humans without any apparent reason.

What makes ""Attack on Titan"" so engaging is its ability to skillfully blend breathtaking action moments with profound reflections on human nature, politics, and war. The main characters, such as Eren Jaeger, Mikasa Ackerman, and Armin Arlert, are multi-faceted and undergo significant growth throughout the story. Their struggle for survival and quest for truth takes the reader on an exciting and captivating journey.

One of the most remarkable aspects of ""Attack on Titan"" is its ability to maintain suspense and audience interest. With each new revelation and plot twist, the series continues to keep the reader on the edge of their seat, eager to find out what will happen next. The plot twists are frequent and unpredictable, constantly keeping the adrenaline high.

Furthermore, the series tackles deep and universal themes such as the struggle for freedom, justice, and revenge. The questions posed about the nature of humanity and its motivations are profound reflections that deeply affect the reader, prompting them to reflect on their own existence and beliefs.

One cannot speak of ""Attack on Titan"" without also mentioning the exceptional artistic work. Isayama's detailed and dynamic drawings perfectly capture the intensity of battles and the emotion of crucial moments in the story. Each page is a visual masterpiece that adds depth and vibrancy to the narrative.

Finally, the anime adaptation of ""Attack on Titan"" has brought the series to an even wider audience, thanks to its high-quality animation, epic soundtrack, and fidelity to the original manga plot. The adaptation has been enthusiastically received by fans and has further contributed to solidifying the series' prestige.

In conclusion, ""Attack on Titan"" is an extraordinary work that has captured the hearts of millions of people worldwide. With its gripping plot, unforgettable characters, and universal themes, this series will undoubtedly remain a milestone in the world of animation and comics for many years to come. If you haven't already, I highly recommend immersing yourself in this incredible universe and letting yourself be carried away by its greatness.",13,1,"Apr 27, 2024"
10,A MASTERPIECE.,"I couldn't watch the last episode immediately because I just couldn't believe that I am about to finish a greatness, and so after 3 months of publishing the last episode I finally decided to finish this perfection, and believe me it was hard to finish it... Ohh man I laughed a lot , I l got thrilled and scared and the most feeling I had while watching *attack on titan* is crying,, and who didn't cry hah?

Well I really needed to get off these emotions off my shoulders by writing this review I really really respect you opinion who's reading my review but with all my respect if this isn't your favorite anime at least for this date of review 2024/3/3 well I guess that we have to figure out who hit your head... Thank you isayama for you hard work {SHINZO O SASAGEYO}",13,1,"Mar 2, 2024"
10,"Itterasshai, The Greatest TV show.","Back in days, when I wasn't convinced of anime. My friend recommended me this masterpiece, and he even said it's close to Breaking Bad I was underestimating it by calling it ""just an anime"".

Not gonna lie, I wasn't expecting the series to hook me that way. The series gets better with every part, season. The characters are well written, Breathtaking music, even the perfect plot twists that you'll never guess and the number of details you missed.

A year later , I can't move on and I keep rewatching.

I'm honored to watch this masterpiece.

Thank you Hajime Isayama.

Thank you Hiroyuki Sawano ,Kohota for the amazing OST.",13,1,"Feb 19, 2024"
10,Incomparable to anything,"Those Who dont like it, have no credibility.

This is simply the best story ever put on screen. But DO watch it Subbed. The english dub sounds like a bunch Of pre-schoolers playing With their power rangers.

Enjoy!",13,1,"Jan 1, 2022"
10,Beyond a masterpiece level,OMG that's crazy the anime just getting better and better . If the anime get a good ending and that what expect from the writer . He will be the best show I ever watch . I hope he didn't disappoint me like Game of thrones.,24,4,"Sep 7, 2021"
10,Shingeki no kyojin S1-S4 part 1,"Characters/voice acting: 28/30 Writing: 19/20 World building/atmosphere: 20/20 Plot/story: 20/20 Music: 10/10 Overall: 97/100

This is the best anime of all time.",27,5,"Nov 12, 2021"
Helpful,No title,No content,8,2,"Apr 25, 2021"
6,good bits separated by long boring timefillers,No content,22,101,"Jul 22, 2013"
3,could not accept the ending,No content,24,119,"May 21, 2021"
10,Unpredictable and thrilling,"Excellent character development and it makes you wait to unravel the mystery behind the titans which some can find weary. But patience really pays off. I hadn't watch season 2 and season 3, hence I binge watched it and season 3 especially was super exciting. Can't wait for season 4. I just wish it was a weekly thing like some of the other anime.",30,6,"Jan 5, 2020"
10,The best,"The best anime of it's genre - dark, gloomy, violent - reminds me of Fist of the North Star - but this is better. Not one moment was I bored - I'm just glued to the screen as all my friends are. From the title to the voices, animation musci - everything just works to perfection.

It has no dull or useless moments, the animation is PERFECT and still shots enhance the value by giving you a pause in time while something important is happening or you are required to think. The story never slows - the training episodes are perfect character development and give us a much more intimate feeling of the cadets , thier characters and how they fight.

Most of all the story is gripping, scary and is great cause for reflection. I found myself thinking if a world where humans are exterminated like this might actually be a better place - take a look outside the walls were the nature is so pristine because humans cannot go there!

Must watch!! And watch with your thinking caps on because behind the gore, the deaths, the emotions, the tragedy - there are hidden messages. Deep anime.",36,8,"Oct 10, 2018"
10,"Do yourself a favor and watch this, you will not regret it","I had never commented here, but this anime deserved me to make an account to write this. I grew up in the 90s, and since then, my family and, later, my partner thought that anime was very childish to watch. Lord, how wrong, but also how sad is that because of that mentality, they are missing on what I can only describe as the best series I have seen in my 31 years of life. The story, the character development, the twists, the MUSIC. The music is SO GOOD. It truly evokes the first seasons of GOT or Hans Zimmer in inception. That good is the production of this anime. I cannot recommend it enough.",20,3,"Sep 9, 2022"
10,The greatest story ever told! Thank you,"I read over 75 Manga and watched more than 100 Tv Series and Anime, but this is the best thing we will watch on a screen for a long time.

I saw that some kids who didn't get the message complained about the ending!

This is hisayama story and if he hadn't wanted to end it this way we probably wouldn't even have had Attack on Titan. Just think twice before writing a comment.

He exterminated 80% of the world's population knowing that the only thing almost sure was the safety of his friends. And I think the only reason he did it is that he was already aware that war and violence are inevitable and interminable. As a martyr, Eren proved to be the great selfish child he has been from the beginning of history; deciding to guarantee peace to his friends, rather than seeking it for humanity.

This is why I can't find Armin's sentence on the out-of-character genocide: at that moment, he already knows that everything is inevitable, there is no reason to attack Eren; because Armin, up to that moment, was the planner, the one who tries to shape the future thanks to his mind... but what can a planner do, if the future is written? He can only accept it and decide to thank Eren for all the pain he has taken on, that doesn't mean he approves of his actions or that he would do the same, just that there is no reason to discuss it.

It is certainly a bit hasty ending, like the whole final part of the manga, but it is the bitter ending that was expected: although the giants no longer exist, everything is as before, because not giants, but HUMANS are the real problem. The only hope he leaves us is that Armin, who unlike Eren has always leaned on dialogue, will be able to resolve the tensions. This shows to us the importance of diplomacy, this is our ""lovely"" real world.

As an expert who studied International Relations at university, this is a Masterpiece that will always be remembered!",20,3,"Apr 10, 2021"
10,After this every show is boring AF,"I would give it 1000000/10 if I could. I started watching the series when S1 and S2 only came out,and I wasn't crazy about the series. And I also wasn't an anime guy before this. After S3 part 1 it destroyed my prejudices completely. This is Breaking Bad level,but really,if not better! No other movie/tv show/anime has this lvl of storytelling. Some people consider it boring for the first 3 seasons. But mark my words. If you find it boring untill S3 keep going. When S3 part 2 kicks in you will reward yourself with the greatest story ever told!

And when you watch it whole,watch it again,it will be more brutal than the first time you watched it.

WHAT A MASTERPIECE!!!!!!!",20,3,"Aug 9, 2021"
10,What a good ending to a Gorgeous Anime,"Without any spoilers , i've read the manga in just 3 days and it was FANTASTIC, i liked the ending so much and it was SO GOOD , i know it lacks some elements i hope it can be fixed in the anime .

But overall the story is becoming better and better until the end , There will be alot .. and i mean A LOT of Plot twists in the the second part of the final season .

The End may not be 10/10 , But definitely it's 9 to 9.5/10 .",20,3,"Jul 26, 2021"
10,my favorite series,Its really perfect the characters the sound tracks and the dramas is really perfect its my favorite thing to watch,20,3,"Aug 12, 2020"
10,The only review you need.,"Breaking Bad, Game of Thrones(without season 8), Mr. Robot, True Detective season 1 and Attack on Titan. I just can't tell you why AOT is 10/10 without spoilers so just trust this review and watch it.",20,3,"Jul 4, 2021"
6,For what cameras can't do.,"An absolute masterclass in anime ""cinematography,"" but thoroughly riddled with convoluted Japanese storytelling. The earliest episodes are breathtaking, beautiful and jarring, all at the same time, but as the story matures, its universe doesn't play by its own rules as it introduces ever evolving plot points that the viewer isn't sure they asked for. This show is entirely worth the watch, mostly in regards to the first couple of seasons, but I'm still left with a sour taste in my mouth after the fourth and final season starting with a four year time leap glossing over important events involving the series' main antagonists thus far.",9,34,"May 24, 2021"
2,Incredible Story and Build Up for the Worst Ending,No content,12,51,"Feb 8, 2024"
9,THERAPY NEEDED,"I watched this entire anime in 4 days. I have never become so attached to animated drawings so fast. I finished the final episode about 30 minutes ago and im still sobbing. I have also never been so hot and cold with a main character before in my life. This anime will have you laughing and crying in each episode. I have to add 200 more characters so i'm just going to yap. Conny will forever be my son. He's the funniest. Levi is hot season 1, but him in season 4 just hits different. I will be processing everything about this annike for the next few weeks. Attack on titan is such a great anime but you will need therapy after.",8,0,"May 4, 2024"
10,An absolute MASTERPIECE,This show has my entire heart. I don't know what I will do when it ends.,8,0,"Sep 13, 2021"
10,awesome,Awesome anime just the best (better than the thrones),8,0,"May 28, 2019"
10,The best series of all time!!,"""Attack on Titan"" is more than just an anime. The main plot of the series presents a relentless battle of humanity for survival against the Titans. However, as the series goes on, it reveals much more about the human psyche and societal structures, through its detailed storytelling and character development.

What lies beyond the walls ? What is the secret of the basement ? Why some humans have capability of transforming themselves into Titans ? What is the origin of Titans ? Why there are Titans in the walls ? WHO IS THE REAL ENEMY OF HUMANITY??? . These are some question which will keep you constantly curious. Each revelation leads to even more intriguing mysteries.

The most compelling aspects of AoT is its shifting portrayal of the enemy. Initially, the Titans are the clear antagonists. However, as the story progresses, it becomes evident that the true enemy may lie within humanity itself. The series questions who the real monsters are? The mindless Titans or the humans driven by fear, hatred, and a thirst for power.

AoT removes the conventional perspective of a hero and villain, where the hero triumphs over the villain leading to a happy ending. Instead, it presents complex characters with different motivations, blurring the lines between good and evil.

Even after finishing the series, it continues to offer new insights with each rewatch. Subtle foreshadowing, and new interpretation makes it even more appreciable.",8,0,"Jul 28, 2024"
9,"Wow, this was...complex but highly enjoyable","I was hooked on the story right away and would say it was something I hadn't seen before which is rare these days. The series is short each of the regular episodes are less than 20 mins with a recap, long intro and long credits the episodes whip by.

There are many twists and turns throughout the show but overall things felt consistent, no weird rush to the end. It has a satisfying ending as in a proper ending something a lot of series don't seem to get.

I don't think i will ever rewatch this series as it was too gut wrenching, I was really into all the characters so it felt like I was sharing their fate so to speak. I can see why some might not like the ending but it has nothing to do with quality or story but more hope for a bright shiny future.

I will give a warning this is pretty graphic, not something that bothers me usually in animation but it was more the situation in the last two episodes not for the faint of heart (kids getting killed in pretty grusome ways). Having said that I can't recommend this one enough. I am not big on anime and no one in my circle would expect me to recommend it to them but i will be this time.",8,0,"May 6, 2024"
10,Attack on Titan: Irreplaceable,"I've never written a review for a show before. But this show changed that for me. I know that this review may never be seen by people but i'm still gonna write this. Attack on Titan was recommended to me many times. I first tried it in middle school and wasn't fond of it and didn't go back to it until the middle of my sophomore year in high school. Now that i'm older and more developed it is easier for me to be patient with shows. Starting AOT for the second time was the best choice I ever made. If I could ever rewatch a show blind again it would be this show. There is no show that has ever made me feel like I can't express how good it is. I watched seasons 1-3 in a couple weeks and took a break before season 4. When I started season 4 I couldn't stop. I finished it in a week (because of school). This was the only time i've ever sacrificed my own sleep to watch a show. I watched the second half of season 4 in one night, I wasn't tired, I was hooked. Even before I watched season 4 I thought AOT was incredible. But this season changed it. Most people think season 3 is the best, I also thought that, until I finished season 4. The last 2 episodes of that season are some of the great pieces of cinema ever. The day after I finished the show, I was quiet. There was no show that ever made me feel like this. I couldn't explain the feelings I had, it was a mix of happiness, sadness, and another feeling I couldn't quite place. Before watching, I knew people loved this show. Incredible reviews everywhere. I've never really been a person to hop on trends, but this show deserves the respect it gets. After I finished it, it just feels like most shows are bland and tasteless in a way. Don't get me wrong, there are still shows I love to watch, but it just feels like there's something missing from them AOT had but I can't place it. If you read this through fully, thank you, and if your wondering if you should watch it. Yes. Yes. Yes. This is the greatest show i've ever watched, not anime, show. But that's all I can really say. No show has given me the feeling that this show gave me after completion, and I don't think there will be another that will. And for that i'm grateful.

-Thank you Hajime Isayama, You're a genius.",8,0,"Dec 4, 2024"
10,Goat Series,"I saw the first episode of aot in 2015 and i have been watching it since then. It's one of best shows ever. There is everything in this show and I mean everything. Its like Game of thrones but with great ending. There are many great charcters in this show,it just doesn't revolve around one and every one is fighting for their own. Everyone has their story that they want to finish. The best thing about aot is that it never gets boring, there are so many plots going around and so many questions that need to be answered. This show went on for 10 years and it became one of the most watched Anime of all time that tells u how good it is. So watch it and recommend it to others. Its one of the goated series ever. To me it's even better than Breaking Bad and I love Breaking Bad.",8,0,"May 13, 2024"
10,There hasn't been a better show,"Attack on titan cannot be classified into a particular genre. It has got a taste of everything and it's a wonderful blend. From the Story, plot and screenplay to the animation and soundtrack, it never ceases to amaze us. The scale of evolution of the story is incomprehensible and it could easily be written off as a masterpiece.",8,0,"Mar 28, 2021"
7,Season 4 ruined it!,"I know this review isnt going to get many likes, but this is how I feel

The number of stars is for the whole series - 10 stars for each of series 1..3 and 1 star for series 4.

I loved seasons 1 - 3 and was looking forward to season 4 to wrap up everything... First couple of episodes were great, then what happened?

Characters are drawn differently - so much so I didnt even recognise them! This is what I dislike the most.

Personalities have changed, now they are brooding, narcissistic and not likeable. Erin completely unlikable.

Story is hard to follow and flashes forward, flashes back, flashes all around.

And its boring

After getting to ep 13 or thereabouts, I dont think I can bring myself to finish watching them, because every episode is getting worse.",7,25,"Nov 11, 2023"
2,Epically Meh,"If you're into militaresque anime then this may appeal, that is if you can get past all the film noir soliloquies of course.

Now for the review: The story is first up. To describe it as forced would be kind. The drama is 'heightened' by deaths of characters and not much else. This would be a good tactic if the viewer is drawn into their stories. However, excessive fatalism, over-hyped fear by characters, what can only be deliberate blindness to the obvious by characters and there's not much to keep the viewer on board. The drip feed of the story is also maddeningly slow - all the action in an episode could be condensed down to half the time if the repetitive action sequences weren't drawn out.

Characters are next. Eren Yeager our protagonist (Pronounced Jaeger like the hunter - Chekhov's gun anyone?) Switches from whiny kid, moron, fatalistic moron, universal soldier wanna-be, and drill sergeant harda*se wanna-be. The rest seem to be either titan chow or natural born killers. You can tell who's who by how much you're pushed to like them. Hate them, they'll see the who series through. Love them, they'll die - usually by being eaten.

Animation. This is actually good, for the most part. Some scenes are over worked but mostly well done. If only they didn't fill up so much of each episode with recaps and intros and end credits.

All in all, AoT is not bad has massive problems that can't be brushed over by manipulative drama.",42,248,"May 23, 2018"
10,Kia,"I have never seen any thing fantastic like this.

After watching GOT the only thing that really make me excited was AOT.

It gets better every episode and every season , and now it's just going perfect in the last episodes.",8,0,"Feb 6, 2022"
9,Never have I ever...,No content,8,0,"Jun 24, 2024"
10,Masterpiece,"Every time I watch this show, I find new details that deepen my appreciation for its complexity. The ending is perfect, providing a satisfying and thought-provoking conclusion. The main character's development is outstanding, showcasing a realistic and engaging journey. This show brilliantly represents the illusion of freedom and offers a sharp critique of the simplistic notions of ""right"" and ""wrong."" Through its nuanced storytelling and rich themes, it challenges viewers to question their beliefs and consider the complex nature of morality and choice. I suggest this show to whoever thinks that, before judging, you should see multiple point of view.",8,0,"Aug 6, 2024"
10,A Masterpiece.,"I never thought that an animated series can be actually good. But after watching attack on titan, my mind has been completely changed. This show is THE BEST show in the history of humanity. The character development, writing, storyline, and the plot are just perfect. I cannot even imagine how Isayama even came up with this masterpiece. I was literally in depression for 3 days after finishing this show -- People who didn't watch it need to realise how much of an impact that is, keeping in mind that this is animated.

This show is easily better than all other anime and TV shows out there, including one piece and jujutsu kaisen. It doesn't matter if you disagree with me -- go argue with the wall :)",8,0,"Nov 17, 2024"
10,SASAGEYO SASAGEYO SHINZO WO SASAGEYO,"This is one hell of an anime. Attack on titan is easily a top 5 anime of all time it is absolutely peak. First off it does not shy away from emotional scenes and INTENSE violence there is no comedy apart from maybe 1 or 2 jokes or eren throwing shade but apart from that nothing I love it. It also has great character archs, especially erens. Next, it has great animation and fight scenes between titans. Finally, it is super unique in terms of anime there is nothing like it, maybe the walking dead but that's not anime, it's uniqueness makes it amazing and easily one of the best anime heck one of the best TV shows of all time.

That was my review of attack on titan go watch it unless you are under like 13 if you are under 13 then get the hell outta here. I hope you find this review helpful.",8,0,"Oct 5, 2024"
10,My First and Best Anime,"I haven't watched a lot of anime, but this one feels like a masterpiece and possibly the best way to dive into the world of anime. It's packed with an incredible storyline, intense action sequences, and gripping suspense that keeps you on the edge of your seat. The characters are thoughtfully crafted, and their roles perfectly match their distinct personalities, making them not only relatable but also memorable. The balance between storytelling and action is flawless, offering an immersive experience. Whether you're new to anime or a seasoned fan, this series is a perfect mix of drama, excitement, and emotional depth.",8,0,"Jan 3, 2025"
10,I usually don't like anime but this one is the best,"I am not the regular type anime lover but this one had me recommended by a friend, it is best I have watched many times

It is the best tv show I have watched in anime . This deserve more credit it needs

The way the story unfolds it so well written and engaging , that I was so hooked without even knowing since the plot since the plot seemed very basic revenge strongly between humans stuck inside a mysterious walls and their nemesis humanoid titans which seem to exist sole on eating human being

But the attack on Titans is so much than that from it's storyline with real world depicting memes like greed.",8,0,"Dec 17, 2024"
